,caption,name,overall_rating,category,opening_hours
61,Good bunch of service folks! The spa is good.,Yunomori Onsen & Spa,4.2,Massage spa,"Wednesday, 10 am to 10 pm; Thursday, 10 am to 10 pm; Friday, 10 am to 10 pm; Saturday, 10 am to 10 pm; Sunday, 10 am to 10 pm; Monday, 10 am to 10 pm; Tuesday, 10 am to 10 pm. Hide open hours for the week"
62,"To be honest I love this place. Have been patronizing the spa and onsen since it's opening. Just a little discouraged and fedup with inconsiderate patrons. Speaking and laughing loudly above the water and behaving like they are the only ones around is disgusting behavior, and display lack of manners. I would appreciate if there were some signs to ask for a peaceful and calm environment. There is a sign at the entrance but I guess hyenas can't read",Yunomori Onsen & Spa,4.2,Massage spa,"Wednesday, 10 am to 10 pm; Thursday, 10 am to 10 pm; Friday, 10 am to 10 pm; Saturday, 10 am to 10 pm; Sunday, 10 am to 10 pm; Monday, 10 am to 10 pm; Tuesday, 10 am to 10 pm. Hide open hours for the week"
63,"I have been a regular client for the last 3 years.  The baths are indeed enjoyable but the cleanness is overage, the food menu doesn’t vary and on the last occasion the manger refused applying the entry discount for one of my children. She was unable to provide any documentation to justify her interpretation of age, different from Singapore’s legal definition. This was completely arbitrary. I hope the administration will take action and improve the service.",Yunomori Onsen & Spa,4.2,Massage spa,"Wednesday, 10 am to 10 pm; Thursday, 10 am to 10 pm; Friday, 10 am to 10 pm; Saturday, 10 am to 10 pm; Sunday, 10 am to 10 pm; Monday, 10 am to 10 pm; Tuesday, 10 am to 10 pm. Hide open hours for the week"
64,"Easy booking, great service from check-in onwards, impressively well-maintained and clean. I had an excellent Thai massage that left me wanting another hour (at least!) and felt super refreshed after spending a few hours at the onsen. Onsen was clean and we'll organized and food was delicious. There is even a resting / mapping area! Can't wait to go back.",Yunomori Onsen & Spa,4.2,Massage spa,"Wednesday, 10 am to 10 pm; Thursday, 10 am to 10 pm; Friday, 10 am to 10 pm; Saturday, 10 am to 10 pm; Sunday, 10 am to 10 pm; Monday, 10 am to 10 pm; Tuesday, 10 am to 10 pm. Hide open hours for the week"
65,"My ratings:  1) Onsen - 5/5  2) Massage - 5/5 (Ask for Pom. She’s very good & experienced. Go for Thai Massage if you want strong massage. You can ask her not to do cracking for you)  3) Front Desk - 5/5 (Great & friendly service)  4) Ease of Booking - 4/5. I tried calling the hotline but couldn’t get thru after many tries. I then messaged them via their FB & was able to secure the date/time & the masseuse I want.  5) The relaxing lounge - 2/5 I visited it once & I think the sofa wasn’t that clean. My skin felt itchy around 10 min sitting on it. I hope they do something about it.  All in all, I really enjoy visiting the Onsen & Spa.  Would have given it a 5 star if not for the slight difficulty in booking an appointment & the disappointing relaxing lounge.",Yunomori Onsen & Spa,4.2,Massage spa,"Wednesday, 10 am to 10 pm; Thursday, 10 am to 10 pm; Friday, 10 am to 10 pm; Saturday, 10 am to 10 pm; Sunday, 10 am to 10 pm; Monday, 10 am to 10 pm; Tuesday, 10 am to 10 pm. Hide open hours for the week"
66,Nice. BUT 120 mins massage only did 110 mins . Did feedback they said  time start ‘’I fill in the form ‘’ .,Yunomori Onsen & Spa,4.2,Massage spa,"Wednesday, 10 am to 10 pm; Thursday, 10 am to 10 pm; Friday, 10 am to 10 pm; Saturday, 10 am to 10 pm; Sunday, 10 am to 10 pm; Monday, 10 am to 10 pm; Tuesday, 10 am to 10 pm. Hide open hours for the week"
67,"My first visit to @yunomori_ag Onsen and it was so relaxing. I spent almost two hours moving between the pools, sauna and steam rooms. It was very calming. The facilities are super clean. I tried Yunomori signature bath, silk bath, Bubble bath, Jet bath, Hot bath, Cold bath, Steam room and Sauna room. Definitely will come back again",Yunomori Onsen & Spa,4.2,Massage spa,"Wednesday, 10 am to 10 pm; Thursday, 10 am to 10 pm; Friday, 10 am to 10 pm; Saturday, 10 am to 10 pm; Sunday, 10 am to 10 pm; Monday, 10 am to 10 pm; Tuesday, 10 am to 10 pm. Hide open hours for the week"
68,Update 1/6/23: No curry chicken karage rice and kakigori at 7.30pm. Premature closing at 9.40pm. Closing time used to be as late as 12am. Disappointing service as time progressed.,Yunomori Onsen & Spa,4.2,Massage spa,"Wednesday, 10 am to 10 pm; Thursday, 10 am to 10 pm; Friday, 10 am to 10 pm; Saturday, 10 am to 10 pm; Sunday, 10 am to 10 pm; Monday, 10 am to 10 pm; Tuesday, 10 am to 10 pm. Hide open hours for the week"
69,"Extremely Poor counter service.  My mum is an elderly and she has forgotten to take her NRIC, but instead has her Merdeka card available.  While the Merdeka card local regulations is 65 and above, the counter staff gave a very strict face and indicated it’s their company policy to check year or birth.  I asked if she can consider providing the feedback to the company since it’s standard requirement in SG and it’s align with their company policy for elderly discount, a very dismissal attitude was provided and she asked me to file a compliant instead.  It’s shocking to see the service level to degenerate in such a way! If there’s no intent to service elderly  - then don’t market the company as if it’s elderly friendly.",Yunomori Onsen & Spa,4.2,Massage spa,"Wednesday, 10 am to 10 pm; Thursday, 10 am to 10 pm; Friday, 10 am to 10 pm; Saturday, 10 am to 10 pm; Sunday, 10 am to 10 pm; Monday, 10 am to 10 pm; Tuesday, 10 am to 10 pm. Hide open hours for the week"
70,"I have been a Yunomori member for many years. I like onsen, and their food. However, i dont like their membership system. I think many people forced to renew membership in exchange to get vouchers yearly, that also cannot used to offset meals etc with membership discounts 15%. Moreover, the vouchers all in $10, very bulky, and we need to make sure cannot lost the voucher.  I think their marketing people need to come out a better plan, to allow credits extension instead of wasting printed voucher papers, and do nit bring convenience to customers.",Yunomori Onsen & Spa,4.2,Massage spa,"Wednesday, 10 am to 10 pm; Thursday, 10 am to 10 pm; Friday, 10 am to 10 pm; Saturday, 10 am to 10 pm; Sunday, 10 am to 10 pm; Monday, 10 am to 10 pm; Tuesday, 10 am to 10 pm. Hide open hours for the week"
71,"Pretty decent place for relaxation - the 1 for 1 onsen deal for weekday nights is something that my friend and I typically go for. However, my friend and I started falling sick (chills, fever, muscle ache) every time after onsen so we stopped visiting. It's not COVID-19. Not really sure what's the reason.  Another thing to take note is that expiration of the credits.",Yunomori Onsen & Spa,4.2,Massage spa,"Wednesday, 10 am to 10 pm; Thursday, 10 am to 10 pm; Friday, 10 am to 10 pm; Saturday, 10 am to 10 pm; Sunday, 10 am to 10 pm; Monday, 10 am to 10 pm; Tuesday, 10 am to 10 pm. Hide open hours for the week"
72,"great relaxing place! Perfect for those who want to experience Japanese Onsen but unable to fly to Japan. This is it! You will be given a Yukata to change into, it made me feel like I’m in Japan :)  Yunomori offers a wide range of Onsen baths 🛁 There are various type of massage like Deep Tissue, Thai, but I went for Deep Sleep Head Massage (60 mins)  My masseuse April was so good in easing my headaches and providing tension relief. I felt so relaxed after. The acupressure was just right 👍🏻 Free cup of tea but other F&B is chargeable.  Recommend everyone to try!",Yunomori Onsen & Spa,4.2,Massage spa,"Wednesday, 10 am to 10 pm; Thursday, 10 am to 10 pm; Friday, 10 am to 10 pm; Saturday, 10 am to 10 pm; Sunday, 10 am to 10 pm; Monday, 10 am to 10 pm; Tuesday, 10 am to 10 pm. Hide open hours for the week"
73,"Onsen is nice.  However, in the restaurant, they sell “stirred vegetables” in the menu without “Vegetarian” icon.  I’m not Vegetarian and wasn’t supported to have vegetarian food. I was so depressed even after I told the staff about it and no single apology was responded.",Yunomori Onsen & Spa,4.2,Massage spa,"Wednesday, 10 am to 10 pm; Thursday, 10 am to 10 pm; Friday, 10 am to 10 pm; Saturday, 10 am to 10 pm; Sunday, 10 am to 10 pm; Monday, 10 am to 10 pm; Tuesday, 10 am to 10 pm. Hide open hours for the week"
74,"Best to go to this onsen on a weekday when it is quieter. I was there on a CNY public holiday and it was packed. The relaxation lounge was fully occupied.  A Japanese patron put his book on the bed to ""reserve"" the spot. However, he was nowhere to be seen. Another patron was turning on his phone loudly.  Kids were making noise in this area. When the hair gel was depleted, I politely told the staff to refill the bottle and they reluctantly filled it up to one inch of height.  They explained that patrons steal the hair gel, even though I could offer another explanation that heavy usage led to the diminishing of the hair gel. The water in the pool was a bit murky. I recommend not to come during the weekends or public holidays.",Yunomori Onsen & Spa,4.2,Massage spa,"Wednesday, 10 am to 10 pm; Thursday, 10 am to 10 pm; Friday, 10 am to 10 pm; Saturday, 10 am to 10 pm; Sunday, 10 am to 10 pm; Monday, 10 am to 10 pm; Tuesday, 10 am to 10 pm. Hide open hours for the week"
75,I always love to go there. It is really relaxing and having some food in kimono after the spa is great! Highly recommended.,Yunomori Onsen & Spa,4.2,Massage spa,"Wednesday, 10 am to 10 pm; Thursday, 10 am to 10 pm; Friday, 10 am to 10 pm; Saturday, 10 am to 10 pm; Sunday, 10 am to 10 pm; Monday, 10 am to 10 pm; Tuesday, 10 am to 10 pm. Hide open hours for the week"
76,"I visited yunomori onsen ever since the month it first opened in Singapore. It is an amazing Japanese onsen experience where you get to bathe in hot and cold bath, wear a yukata and drink coffee milk. However food prices have been going up ridiculously. I paid 12 bucks for karaage yesterday. Really? 12 bucks? Too expensive if you ask me.",Yunomori Onsen & Spa,4.2,Massage spa,"Wednesday, 10 am to 10 pm; Thursday, 10 am to 10 pm; Friday, 10 am to 10 pm; Saturday, 10 am to 10 pm; Sunday, 10 am to 10 pm; Monday, 10 am to 10 pm; Tuesday, 10 am to 10 pm. Hide open hours for the week"
